2,3,7,2019, 7,39,16,210,133,19,83
2,3,7,2019, 7,39,18,210,135,20,83
2,3,7,2019, 7,39,19,211,126,20,83
2,3,7,2019, 7,39,21,214,134,19,83
2,3,7,2019, 7,39,22,211,130,19,83
2,3,7,2019, 7,39,23,214,135,19,83
2,3,7,2019, 7,39,24,211,134,19,83
2,3,7,2019, 7,39,25,211,137,20,83
2,3,7,2019, 7,39,26,211,130,20,83
2,3,7,2019, 7,39,27,211,134,20,83
2,3,7,2019, 7,39,28,221,131,20,83
2,3,7,2019, 7,39,29,212,129,19,84
2,3,7,2019, 7,39,30,212,123,19,84
2,3,7,2019, 7,39,31,211,130,19,83
2,3,7,2019, 7,39,32,212,125,19,83
2,3,7,2019, 7,39,33,211,134,19,83
2,3,7,2019, 7,39,34,219,132,19,83
2,3,7,2019, 7,39,35,210,131,19,83
2,3,7,2019, 7,39,36,213,122,19,83
2,3,7,2019, 7,39,37,214,130,19,83
2,3,7,2019, 7,39,38,210,124,19,83
2,3,7,2019, 7,39,39,209,130,20,84
2,3,7,2019, 7,39,40,213,122,20,84
2,3,7,2019, 7,39,41,211,121,19,84
2,3,7,2019, 7,39,42,214,120,19,84
2,3,7,2019, 7,39,43,211,121,19,83
2,3,7,2019, 7,39,44,215,123,19,83
2,3,7,2019, 7,39,45,220,131,19,83
2,3,7,2019, 7,39,46,215,123,19,83
2,3,7,2019, 7,39,47,215,123,19,84
2,3,7,2019, 7,39,48,215,128,19,84
2,3,7,2019, 7,39,50,216,124,19,84
2,3,7,2019, 7,39,51,215,130,19,84
2,3,7,2019, 7,39,53,216,130,19,84
2,3,7,2019, 7,39,54,218,130,19,84
2,3,7,2019, 7,39,55,217,130,19,84
2,3,7,2019, 7,39,56,216,131,19,84
2,3,7,2019, 7,39,57,218,130,19,84
2,3,7,2019, 7,39,58,217,133,19,84
2,3,7,2019, 7,39,59,222,135,19,84
2,3,7,2019, 7,40,0,218,133,19,84
2,3,7,2019, 7,40,1,216,130,19,84
2,3,7,2019, 7,40,2,218,134,19,84
2,3,7,2019, 7,40,3,216,131,19,84
2,3,7,2019, 7,40,4,217,134,19,84
2,3,7,2019, 7,40,5,216,131,19,84
2,3,7,2019, 7,40,6,219,133,19,84
2,3,7,2019, 7,40,7,217,130,19,84
2,3,7,2019, 7,40,8,0,135,19,84
2,3,7,2019, 7,40,9,0,137,19,84
2,3,7,2019, 7,40,10,0,134,19,84
2,3,7,2019, 7,40,11,0,122,19,84
