3,8,2019, 7,42,59,199,86,19,93
3,8,2019, 7,43,0,197,85,20,93
3,8,2019, 7,43,1,197,86,20,93
3,8,2019, 7,43,2,196,87,19,93
3,8,2019, 7,43,3,198,89,19,93
3,8,2019, 7,43,4,200,89,19,93
3,8,2019, 7,43,5,207,94,19,93
3,8,2019, 7,43,6,201,93,19,93
3,8,2019, 7,43,7,200,95,19,93
3,8,2019, 7,43,8,200,94,19,93
3,8,2019, 7,43,9,200,95,19,93
3,8,2019, 7,43,10,201,94,19,93
3,8,2019, 7,43,11,200,96,19,93
3,8,2019, 7,43,13,201,94,19,93
3,8,2019, 7,43,14,200,96,19,93
3,8,2019, 7,43,15,201,94,19,93
3,8,2019, 7,43,16,201,99,19,93
3,8,2019, 7,43,17,201,95,19,93
3,8,2019, 7,43,18,201,96,19,93
3,8,2019, 7,43,19,200,96,20,93
3,8,2019, 7,43,20,201,96,20,93
3,8,2019, 7,43,21,202,96,20,93
3,8,2019, 7,43,22,203,95,20,93
3,8,2019, 7,43,23,201,98,19,93
3,8,2019, 7,43,24,201,98,19,93
3,8,2019, 7,43,25,201,101,20,93
3,8,2019, 7,43,26,202,96,20,93
3,8,2019, 7,43,27,203,95,19,93
3,8,2019, 7,43,28,200,99,19,93
3,8,2019, 7,43,29,202,98,19,93
3,8,2019, 7,43,30,0,99,19,93
3,8,2019, 7,43,31,0,98,20,93
3,8,2019, 7,43,32,0,97,20,93
3,8,2019, 7,43,33,0,96,19,93
3,8,2019, 7,43,34,0,100,19,93
3,8,2019, 7,43,35,0,96,20,93
3,8,2019, 7,43,36,0,98,20,93
3,8,2019, 7,43,38,0,98,19,92
3,8,2019, 7,43,39,0,99,19,92
3,8,2019, 7,43,41,0,96,20,92
3,8,2019, 7,43,42,0,99,20,92
3,8,2019, 7,43,43,0,95,20,92
3,8,2019, 7,43,44,0,97,20,92
3,8,2019, 7,43,45,0,97,20,92
3,8,2019, 7,43,46,0,97,20,92
3,8,2019, 7,43,47,0,101,20,92
3,8,2019, 7,43,48,0,96,20,92
3,8,2019, 7,43,49,0,97,20,92
3,8,2019, 7,43,50,0,100,20,92
3,8,2019, 7,43,51,0,98,20,92
3,8,2019, 7,43,52,0,96,20,92
3,8,2019, 7,43,53,0,96,20,91
3,8,2019, 7,43,54,0,98,20,91
3,8,2019, 7,43,55,0,97,20,91
3,8,2019, 7,43,56,0,101,20,91
3,8,2019, 7,43,57,0,99,20,91
3,8,2019, 7,43,58,0,96,20,91
3,8,2019, 7,43,59,0,97,20,91
3,8,2019, 7,44,0,0,100,20,91
3,8,2019, 7,44,1,0,96,20,91
3,8,2019, 7,44,2,0,98,20,91
3,8,2019, 7,44,3,0,96,20,91
3,8,2019, 7,44,4,0,100,20,91
3,8,2019, 7,44,5,0,97,20,91
3,8,2019, 7,44,6,0,97,20,91
3,8,2019, 7,44,8,0,99,20,90
3,8,2019, 7,44,9,0,96,20,90
3,8,2019, 7,44,10,0,97,20,90
3,8,2019, 7,44,11,0,97,20,90
3,8,2019, 7,44,12,0,98,20,90
3,8,2019, 7,44,13,0,101,20,90
3,8,2019, 7,44,14,0,100,20,90
3,8,2019, 7,44,15,0,97,20,90
3,8,2019, 7,44,16,0,98,20,90
3,8,2019, 7,44,17,0,100,20,90
3,8,2019, 7,44,18,0,99,20,91
3,8,2019, 7,44,19,0,101,20,91
3,8,2019, 7,44,20,0,101,20,90
3,8,2019, 7,44,21,0,97,20,90
3,8,2019, 7,44,22,0,99,20,91
3,8,2019, 7,44,23,0,98,20,91
3,8,2019, 7,44,24,0,99,20,91
3,8,2019, 7,44,25,0,100,20,91
3,8,2019, 7,44,26,0,99,20,90
3,8,2019, 7,44,27,0,98,20,90
3,8,2019, 7,44,28,0,98,20,90
3,8,2019, 7,44,29,0,97,20,90
3,8,2019, 7,44,30,203,98,20,90
3,8,2019, 7,44,31,200,99,20,90
3,8,2019, 7,44,32,200,101,20,90
3,8,2019, 7,44,34,200,100,20,90
3,8,2019, 7,44,35,200,100,20,90
3,8,2019, 7,44,36,201,96,20,90
3,8,2019, 7,44,37,201,99,20,89
